classID;tasa_cruce_cero;entropia_espectograma;avg_centroide_espectral;mfcc_1;mfcc_2;mfcc_3;mfcc_4;mfcc_5;mfcc_6;mfcc_7;mfcc_8;mfcc_9;mfcc_10;mfcc_11;mfcc_12;mfcc_13
8;24306;8.564916;5270.821005773169;-763.4937;112.84768;40.268726;1.4900094;2.514517;7.039292;7.377685;7.5649533;5.0205197;5.3543663;6.312561;10.780931;3.892264
8;19999;9.26865;4022.373472602581;-718.5039;143.55942;20.555405;-24.046173;-1.1773659;8.507368;1.542984;3.6388013;5.576274;4.161492;4.3790274;13.632048;8.893169
8;21004;8.820117;3151.8975189067164;-685.4228;161.3198;1.7632133;-37.805473;3.253629;13.959382;4.7190433;9.78152;8.531404;-2.0793178;-2.7013166;14.50979;12.881506
8;21565;7.754815;2541.8868970327176;-649.3163;174.03175;-10.326089;-37.37334;3.466526;9.751427;8.354466;18.891983;15.727334;-2.2178788;-7.95573;7.748943;8.57483
8;20260;8.077054;1815.080746564168;-512.0222;167.66512;-24.483877;-54.457836;-12.247964;-0.43986413;1.2247003;9.891609;9.007934;-5.609296;-7.916911;7.9076734;11.39183
8;19362;8.23225;1532.9399468937247;-370.2206;157.56857;-38.2237;-64.3608;-22.341925;-4.67571;-2.4476829;0.8993387;6.071059;-3.6586733;-8.199893;9.481293;16.258167
8;16864;8.216715;1420.0886086770274;-366.7456;163.27531;-21.95178;-43.085632;-11.376106;1.5355401;7.1902466;9.835686;13.582706;2.0111473;-6.748854;7.7161527;14.220137
8;21250;8.773535;1970.621579214874;-466.09857;97.07482;-117.0024;-49.17187;-39.136112;-24.845163;-1.7418764;12.128349;40.656002;4.717648;-15.031218;13.693593;23.73559
8;20088;8.551895;2382.511013622057;-672.4695;176.3267;17.707722;-34.682713;-16.32149;10.882731;11.329034;8.671998;5.622243;-2.6041653;-2.5985737;7.0966964;4.1157446
8;20760;8.852849;2278.9491374468603;-671.4981;187.19691;22.729336;-41.114803;-16.721947;8.988758;7.3984323;6.989676;5.4548736;-2.1906936;-4.9764876;5.4182043;4.811713
8;13816;8.223039;1197.5702287041838;-432.9124;210.5926;-1.5941058;-7.3986983;5.4775586;6.045717;3.5978487;0.21320976;14.559663;7.191835;-5.3805842;-1.9660267;3.9726942
8;9248;7.854591;1274.313480033907;-527.24854;205.07202;15.1992655;2.1532936;10.546509;8.810282;0.30727857;-7.0731435;4.8394933;0.042044133;-6.973962;0.9227347;6.03567
8;6760;8.532618;1882.8659531860224;-640.5919;188.796;24.295855;6.3956366;16.990097;18.54396;3.4000573;0.6092109;4.1501794;-2.7237973;-6.631161;-0.17377552;2.4780414
8;10408;8.519507;2993.1363762736164;-703.13666;162.65552;39.190598;-3.9780838;9.94396;16.321323;4.495043;3.4606311;5.764406;2.0649853;-3.5061567;-0.57688296;0.28178236
8;20534;8.526818;2162.1132925207885;-659.86743;194.42258;14.682344;-46.440773;-12.367481;8.087299;1.5014061;6.9000597;10.75332;1.5000583;-4.870841;4.6725035;4.310674
8;20754;8.289985;2287.724695591853;-662.87524;188.47655;9.449006;-44.560234;-6.4538717;9.756186;2.4968183;10.963139;14.23515;2.603481;-2.6631157;8.196202;6.04907
8;20132;8.3106785;2250.201265367765;-652.08026;188.74364;8.821575;-30.170145;-3.215708;1.8598512;-0.32948303;11.431173;11.475041;-1.8979043;-5.0409775;6.791782;5.4302516
8;20260;8.402348;1915.3375910798843;-614.7891;206.20486;-0.8350687;-21.196964;0.93498635;-12.832714;-9.682354;8.925203;6.7515683;-6.1635013;-7.8877525;4.455003;4.184717
8;21046;7.787165;1712.407930989385;-525.12274;179.09816;4.723841;-24.673761;-6.304759;-15.218228;-9.8716;7.14488;5.3901973;-7.436742;-7.325503;4.4286895;4.364367
8;21746;7.607586;1834.1852344859087;-360.38272;126.60843;-19.18729;-28.639872;-14.764409;-11.592845;-1.6198529;6.51525;8.926787;-3.21776;-6.8571334;3.0546734;3.1976311
8;21636;8.178713;1870.7725357331;-321.35898;145.57616;-53.74193;-47.044777;-16.103182;-10.023075;3.2704394;13.326089;16.335707;-1.5229928;-7.758836;6.567709;9.458367
8;18598;8.08096;1511.6705858876917;-354.87418;168.14166;-29.98503;-39.385868;-3.6896298;0.25872153;6.2426414;15.73324;18.417479;4.082888;-7.1770797;1.6482813;9.541558
8;7092;7.406345;1734.441910045036;-271.81207;152.42938;-54.692352;-23.005035;-17.78285;-1.5801463;13.713794;3.8815386;20.272442;1.6222777;-15.367167;3.4499369;8.240378
8;16590;7.9399757;1604.6736504745631;-330.14774;191.28976;-21.194065;-16.644924;2.966623;3.7415555;2.8491526;0.2921097;11.189617;0.04039876;-10.178136;1.6623813;4.6534996
8;12882;9.574793;1448.1377301391217;-482.58917;229.78659;-17.993559;-6.729919;-1.795026;1.7650024;-1.9214221;0.5651755;6.9197574;1.7116061;-11.603342;-0.8272856;2.2804074
8;9600;9.525693;1271.947554184124;-594.4046;235.93651;18.164997;-19.618597;2.770592;-3.0520701;-4.99178;2.3597069;7.0563836;0.41868657;-11.156226;-3.7580645;2.334127
8;8860;9.46222;1701.52923459073;-649.1036;210.27925;38.61423;-17.742516;2.337475;4.492775;-3.4399762;2.491112;6.449831;0.015995108;-7.757541;-2.1508837;1.5205594
8;9722;9.146888;2364.0569870869026;-691.2502;181.01495;44.056507;-17.445255;-2.071142;14.810051;12.997526;9.488596;8.165241;4.43776;-2.2581637;0.023776522;1.9630395
8;12877;9.163232;3096.382900281832;-712.2658;163.47719;43.33809;-18.175734;-7.769651;14.465885;19.563347;14.691714;10.067095;5.864489;-0.6114527;-0.24698073;1.4524659
8;14802;9.414022;3818.771870831941;-734.5917;147.58055;51.734978;-5.2776933;-6.791976;8.837158;16.467371;13.956431;8.655738;4.909118;-0.18094818;-0.457851;0.40147796
8;13891;9.184482;4056.426086739124;-746.77094;139.64828;60.30101;7.2042313;-4.2465787;4.1811447;13.256598;13.08897;7.5296307;4.627055;0.8630571;0.1827856;-1.0156143
8;16948;8.275069;3534.667311207907;-729.0035;138.87099;43.39809;-4.812114;-9.871817;1.4664276;5.781805;10.115189;12.217654;9.227141;4.047736;2.1625414;-2.3708801
8;18406;8.5962925;3201.1217394575106;-719.7706;147.87288;38.623497;-17.027306;-12.957869;8.459341;14.883851;14.913233;11.280754;5.951831;1.3077089;2.4886298;-0.7308405
8;22874;8.108697;2290.5001286693523;-666.9811;168.19548;11.682215;-8.148087;14.24165;7.023664;1.4675244;12.657455;20.594797;12.927667;-2.8899329;-1.3903415;0.8540836
8;24034;7.621844;2008.2159977141112;-537.45996;134.53654;-11.212019;-14.925558;9.989828;7.368377;10.823831;17.16326;18.763758;5.908165;-7.398194;-0.75608325;3.598506
8;21026;7.422721;1853.6265342574493;-457.21884;127.774765;-22.466452;-22.235947;3.2619681;6.100363;8.8879595;13.438345;21.930105;9.217931;-6.133136;-0.53030866;-2.6075609
8;19940;6.9596004;1748.554468375129;-456.17966;123.271835;-15.29862;-25.28084;-4.5443974;5.696693;8.539742;12.106356;20.89907;6.5919476;-6.684892;1.2191983;1.5673659
8;20028;6.8106346;1625.8926040206816;-462.61673;123.36754;-14.35316;-34.860542;-8.557856;4.981716;13.403309;24.701109;27.1989;8.278843;-5.5041113;3.4390733;9.870352
8;16756;7.7889233;1386.2974941213658;-464.6348;168.99464;-12.795546;-14.72368;10.167176;4.033215;6.9794993;14.918957;24.041094;14.609572;-1.4495392;2.860902;8.267079
8;13591;7.3649163;1308.976856961218;-482.21774;180.46663;9.880831;0.34499505;23.762781;12.054691;3.562033;3.3294265;5.097882;-0.52173114;-4.8488107;4.0280676;9.295918
8;10838;8.41644;1694.7991958794794;-564.3216;197.88934;1.147159;9.374618;17.819387;9.647227;2.8899384;-1.39742;4.253688;-5.527096;-2.5230258;4.788932;3.0985374
8;8735;8.73771;2671.164059791295;-662.3049;164.44228;21.99434;10.860679;14.335374;17.512636;7.249957;5.5486774;10.964855;2.3112633;1.2674403;5.956782;0.4441697
8;12814;8.395688;4146.73811121787;-742.3881;128.51488;46.501247;7.175323;7.66452;18.434822;16.98142;15.094001;11.473431;4.9111156;1.2421718;5.570273;2.0794566
8;20332;8.89503;2802.7778789028084;-698.0292;160.6721;25.473541;-32.84045;-14.026069;17.17542;20.773932;16.10296;10.834161;4.264539;1.4806302;6.8141675;1.7559397
8;19994;8.862205;5272.892513669261;-759.74335;117.44999;49.92706;8.153055;-0.9934308;6.329678;11.076312;13.36233;10.5886965;6.7376347;3.684869;6.3693824;1.7783356
8;24298;9.119653;5738.964823320481;-770.9402;108.55095;51.366817;12.794663;-0.014650386;3.962726;9.964936;12.293566;8.1011;4.9437537;3.5590265;7.6708555;2.9390454
8;19712;7.393099;2378.86007868552;-680.0611;173.20358;21.438204;-41.288383;-19.07907;15.919657;18.485163;14.783214;13.417691;7.190376;2.5792131;6.6555567;2.2556143
8;18978;7.5781994;2177.8821665157293;-673.5279;176.97932;22.564835;-40.660416;-21.708555;12.172057;13.7207575;12.213547;14.843298;10.612617;4.5309854;5.7048874;2.3822114
8;20182;7.5919185;2466.874967458524;-680.2742;169.48369;16.920109;-37.787815;-11.130468;17.684565;13.2809725;11.213462;13.507571;7.5984006;1.4884069;6.3459525;4.029295
8;21514;8.681604;2669.331621234065;-682.6093;167.15802;10.673801;-40.945324;-5.2118363;22.672422;17.444233;15.176916;12.110117;0.5421665;-3.7254453;7.7583866;5.8306274
8;20753;8.6073265;2768.1518949593246;-687.21;164.18198;11.34036;-38.05477;-4.0229015;20.087746;16.633108;18.018885;14.3183155;0.315438;-4.098065;8.762992;6.825303
8;20092;9.046033;2802.800443375586;-688.0977;160.0728;8.780077;-33.69657;0.76190186;19.247255;16.27506;21.244425;17.480373;1.3366011;-3.84121;10.546786;8.645937
8;20860;8.120636;2589.611830827472;-688.2929;160.13101;13.433666;-21.688791;7.681495;13.731074;8.614308;19.177984;20.88644;7.2297645;-2.8349745;5.2867823;5.09087
8;9098;8.958354;961.9867730253934;-484.68265;226.72357;27.42877;9.322841;11.605789;10.347459;3.8018298;8.147009;10.013856;-4.1750484;-5.9908056;6.708661;2.734276
8;8166;9.015695;879.7998888709271;-476.37094;239.00104;27.861158;6.82774;9.130292;8.58073;2.470465;6.513934;11.961319;0.31472;-5.4013715;2.3178968;-1.6317236
8;7292;9.063801;803.9123379736167;-472.85718;246.61948;28.407408;5.3356633;9.126333;5.1691546;0.6728765;5.3020134;12.508566;1.7944696;-5.0909286;0.9451714;-2.7147734
8;7896;9.334353;902.2981002905434;-447.6181;250.42609;15.609791;2.259576;2.7223885;1.9732302;3.5696983;9.781859;14.150166;-3.0449073;-6.370512;4.417778;0.37997875
8;8636;9.192006;917.783008086544;-450.05093;245.76607;16.283342;1.8576193;4.5787067;-0.35375652;3.1809592;11.697154;14.770317;-1.9937541;-3.7895358;7.330277;1.9974258
8;7886;8.981083;837.908956433033;-457.38348;242.7389;22.201841;6.6648393;10.878772;1.006369;3.3250978;8.963602;11.198717;-1.2817146;-2.5010765;7.8590817;2.4368615
8;7404;9.007297;866.5345484095058;-448.5778;242.31973;15.662762;8.776153;12.767362;2.430479;6.045953;9.051484;9.60657;-3.563054;-3.6406157;8.184061;3.0612292
8;7763;8.943435;879.9870026707572;-453.04663;241.84084;14.876378;6.8069634;12.188048;-1.0659754;2.2512841;9.860548;12.026851;0.17453246;0.10470646;9.37371;2.5629
8;8137;8.9038725;933.2192064807246;-458.5261;237.53395;15.596209;9.909364;9.814532;-0.17987595;1.6400809;8.291182;10.311444;-0.68487823;0.25832814;11.886084;5.2059703
8;9123;8.707703;960.5632274044212;-466.05145;226.69392;24.62959;7.6845717;10.0025015;0.023852084;-0.84050655;8.528273;11.478671;1.1158372;1.2820784;11.514906;5.508145
8;5928;6.547897;1595.3386378338246;-540.6832;169.71712;21.807655;0.4197535;12.727772;7.824783;3.0618944;15.307129;18.636621;4.9405084;1.4142115;6.4216046;0.73661315
8;8866;9.318866;916.8674894541288;-459.41476;251.15388;15.76594;-2.2216256;3.125315;2.7241828;5.0524955;12.686358;15.273889;-5.09153;-8.429991;4.618127;2.4183526
8;8855;9.048377;895.8182537564502;-459.40005;246.90977;19.349134;-5.024401;6.207928;2.6422246;6.323426;15.454133;15.2544985;-4.906567;-8.656787;3.414573;2.2224102
8;8329;9.092256;867.9924106026326;-454.95087;251.30038;19.379726;-4.188333;4.9621124;1.7961551;6.0238037;14.079213;14.349966;-4.833168;-8.864685;3.744055;2.4680462
8;8523;9.29422;899.6910583211763;-449.99646;251.87209;15.600601;2.028405;3.3434424;0.49923456;4.4060583;9.429098;13.791975;-3.7176147;-7.615049;5.4192634;1.9229431
8;9059;9.0792885;961.5218480978028;-474.5257;237.75272;19.880478;5.4915824;8.224487;4.2200065;4.500897;9.451473;9.782895;-5.183404;-3.7589984;10.949781;5.945343
8;10234;8.652509;946.3824756870856;-500.56674;226.48358;29.911554;1.6617942;12.526934;3.7881515;2.180177;13.914623;11.780342;-1.4690309;0.63892156;11.756905;5.8758187
8;10464;8.606445;902.5305131872284;-497.6744;226.03574;32.34355;0.14202897;12.731334;2.1306984;0.78448486;14.688122;14.348587;1.676704;0.9545317;8.49177;3.416842
8;9343;8.678847;880.5813911257596;-497.41245;224.88165;33.094326;0.86228734;14.958879;5.5053153;4.070849;15.488909;11.508932;-1.6357907;-0.83065945;8.398188;4.932408
8;9333;8.581904;849.9391716562064;-498.07056;226.43039;35.89277;3.0046868;14.927853;2.9505095;-0.1912858;13.902336;13.6740675;2.0659516;1.7963428;8.062001;2.2892876
8;19776;6.680818;1630.6469892298214;-373.7294;118.32149;-4.299187;-21.522118;6.3623853;9.841648;2.4810896;5.659175;8.173345;-3.0785127;-7.768165;3.9821174;7.9167852
8;16467;6.9208217;1417.510661622249;-423.97232;165.73755;-6.0425596;-19.741814;10.56437;0.6784454;-6.405568;3.569851;13.37947;7.4365892;-4.9926925;-3.6351473;-0.6301727
8;15582;6.4566393;1473.3946510493176;-530.13184;157.32048;16.961294;-12.337375;3.9001346;4.2828383;4.3590465;10.230633;13.356025;3.930294;-8.02727;-5.774385;-1.5061659
8;12742;7.999088;1932.009388403564;-664.1784;184.83444;24.264996;-13.750981;4.188425;5.6277246;5.0328074;10.207802;13.684007;7.5375404;-5.6927834;-5.884638;-0.6408233
8;18234;7.8396044;2618.5921670118187;-675.87067;166.21698;4.9357467;-23.991585;5.2038445;8.521609;5.889711;9.054841;10.249053;4.6695023;-5.859167;-2.521629;4.8180275
8;21462;7.449891;3171.648873094467;-683.0645;157.14104;-5.321784;-33.92847;1.8215436;9.532055;6.729;9.090271;9.534567;4.4580693;-3.8267841;-1.1406482;3.6279612
8;21581;7.6228085;4098.096747231479;-715.407;138.68056;8.532594;-26.89257;-4.4840236;8.031334;9.418128;10.001146;11.574385;10.22398;0.8328864;-2.1285815;0.39581868
8;23089;7.8539047;4560.809912850115;-734.4134;124.957756;14.135386;-23.24533;-9.909903;8.15293;16.400139;14.244894;11.260936;7.868103;-1.5529265;-2.5676577;2.5288904
8;25688;7.735708;4942.020733492238;-740.4092;120.899704;16.136656;-25.108305;-16.60698;5.412931;17.625572;13.759131;9.891516;8.42267;1.2038461;-1.6342667;1.1606113
8;8548;8.852464;1037.7373729712326;-487.12112;224.7736;26.096981;14.762648;9.385452;8.684811;2.6084697;5.8053613;6.7425675;-8.271893;-9.471802;5.7141514;1.7392182
8;9018;8.951984;994.310973442281;-482.656;230.59308;28.331995;13.30762;7.1156726;3.647777;-0.66836923;5.117162;9.178974;-4.006452;-6.3917394;4.94082;-0.7173981
8;10443;8.863802;998.6828364668314;-492.08755;231.44524;24.281578;11.187786;5.8763666;-1.2726816;-1.3725433;10.270349;13.477183;0.15938601;-1.3547007;8.132163;0.37165296
8;12370;8.487659;1208.020638570228;-514.999;210.49857;21.988089;12.902058;10.338418;5.9672666;3.9307508;12.226318;10.648027;-2.8645954;-0.26190227;12.71077;5.2198734
8;14045;7.92993;1470.998309481955;-545.64417;191.4374;12.279565;13.068643;10.57659;7.9449816;4.2026877;12.77082;13.13227;-0.024471851;1.6779715;13.486518;3.8906088
8;11950;8.139265;1380.4492281991886;-539.1846;193.82565;14.983601;17.57375;11.302405;7.652494;2.2476876;10.884672;12.85431;-0.10380035;-1.0608196;8.728248;-0.43469572
8;8578;8.574286;1104.8801328933298;-487.18567;213.22276;28.630564;8.545779;10.20843;7.357214;6.4635153;10.442909;8.697147;-7.578865;-8.599826;6.3319507;1.709193
8;8136;8.919257;1043.8846055249487;-456.38327;229.31398;25.232765;0.20669243;2.808241;2.3646045;6.098638;10.338605;11.538574;-6.117659;-10.604391;5.351921;2.2159214
8;8744;9.2619505;1061.3870051026197;-469.1242;238.82303;16.343187;5.382867;-1.2720588;5.109378;5.31413;11.408619;12.70479;-6.7731805;-10.910155;4.148838;1.3175733
8;8267;9.018965;997.0605058862204;-474.01007;238.25966;22.28961;5.0224724;2.151822;3.324;5.2242446;9.552292;11.542335;-6.86709;-11.011504;4.252669;2.454076
8;8014;9.034346;940.461735043824;-471.42172;238.52563;24.955566;12.224875;3.8784335;0.93157464;0.31071895;4.7467995;10.984541;-4.1331162;-7.3885927;5.140638;0.99617964
8;9540;9.064436;1078.7465571302296;-482.39984;234.58423;14.065228;19.207743;1.9482385;5.7590065;-0.62782806;5.1488976;8.988318;-5.5495353;-4.031968;9.172565;3.176798
8;10994;9.039777;1074.885951253713;-492.17374;235.14528;20.990997;9.370641;1.6046721;2.5656395;-0.22986197;11.779337;13.111967;-2.3215065;-4.3963404;6.6686797;-1.1203823
8;10643;8.76229;1126.9411896701693;-500.89188;223.4603;19.667877;13.450019;5.635396;3.7334046;0.90256774;9.597557;11.354821;-3.6005886;-0.6485719;11.797371;4.0597296
8;10625;8.60511;1051.8975310058104;-514.4644;223.81429;27.680841;11.318755;7.3506055;0.86469406;-0.46436268;13.033612;13.413232;-1.103472;0.797631;10.396148;1.3912532
8;10911;9.211189;1117.8117483152926;-488.9165;239.46065;11.004186;2.37758;-1.4826255;5.7882204;5.213592;20.982862;15.240094;-4.275795;-6.538307;8.98688;2.3737419
8;10366;9.140664;1066.188792641405;-491.74792;239.17691;12.80108;3.5977452;0.403865;5.7125697;5.6287074;19.800013;14.611654;-3.37365;-5.6486454;8.336768;2.174063
8;10130;8.831244;988.0567783442752;-494.1241;233.13478;22.881163;7.179785;5.6806498;0.9788165;1.6713718;13.254771;13.423979;-0.7230687;-2.0100138;8.896099;0.40947554
8;8796;8.807038;955.2965617339198;-490.1389;233.93883;22.50523;11.108649;9.285011;2.5864398;1.8656392;10.499372;9.935652;-1.947555;0.02527375;12.576103;1.5758684
8;8818;8.894368;972.5812513705292;-485.30743;236.11215;18.079592;11.880008;8.679786;3.5579429;2.8580503;10.163927;9.483949;-3.2628512;-1.4579238;11.389796;1.6402297
8;9544;8.903928;995.2199079029332;-484.8809;236.41379;17.303373;10.825412;6.2908015;1.5628457;0.60154814;9.661233;12.293745;-0.86010045;-1.5528027;8.940639;-0.08837899
8;9620;9.016826;967.8742277942264;-491.3942;239.97864;17.662771;12.051395;5.0858097;2.0824568;1.993182;11.0150585;12.325998;-2.8906796;-3.401077;8.768023;0.16989656
8;9282;9.073766;1085.1162271030348;-474.47232;230.23059;18.19734;1.0515392;3.603125;5.9258084;4.0992346;11.581431;14.006872;-3.9733732;-5.9743557;7.509915;3.669974
8;8516;9.265798;969.9233234146292;-459.54007;242.95425;17.511038;-0.15220512;2.265168;4.799279;6.7366357;13.22498;14.696584;-4.98213;-8.51859;6.1378016;3.4546032
8;9691;8.667667;956.1383265769086;-482.67795;230.172;19.2816;5.4065843;11.811133;1.2014762;2.6183546;10.387353;12.067563;1.7123715;1.2915666;9.957518;3.0739908
8;11639;8.446559;1065.3147065241951;-497.7376;218.1188;20.192825;4.8071966;13.101599;4.9379497;5.5976615;14.66715;14.2022085;-0.22893265;-1.3686955;8.1774845;4.109454
8;14114;8.066748;1206.9192292127702;-513.4186;204.01408;23.117516;-2.0226266;9.57544;1.4541609;0.7456862;17.376774;20.94286;6.6642957;2.89563;7.9081874;3.417696
8;8624;8.998321;880.8058478375611;-465.3029;236.09203;24.679176;7.7130885;8.66609;3.6833363;6.569711;11.014999;14.056121;-1.8546574;-7.68284;5.1158123;2.9964
8;8360;8.9399605;841.7753809084967;-465.44247;235.77327;27.36746;14.661265;11.153614;1.1150402;3.391456;5.5654726;11.802468;-0.005773666;-6.5807877;5.9692316;3.3944669
8;7710;9.0437;883.9412990851912;-460.25598;241.43893;16.749973;16.184011;9.940201;2.5284748;4.1346483;5.040685;10.445499;-2.91367;-6.036334;7.9674807;4.5466223
8;8137;9.007288;913.3942822993896;-463.85498;241.27786;14.841915;9.382177;9.805988;1.073784;2.4895735;9.15328;12.713506;-0.22105002;-1.4556289;8.110278;2.8068068
8;9038;9.016522;988.8498899384992;-467.32272;240.61987;13.143098;1.6084461;5.588196;-1.9796214;2.1193452;13.63556;16.115595;3.1958697;1.806155;8.900548;2.5225303
8;9251;8.900122;975.488320585368;-472.98154;238.42407;13.048853;4.368899;7.4563117;-0.73823416;2.031523;12.615202;15.304542;3.249278;1.5973045;9.812593;4.1953464
8;8138;8.749477;914.8588937240472;-481.9384;235.89293;18.355486;8.436948;13.592065;3.2432654;2.2910569;10.31154;9.973506;-0.39153615;0.9113175;11.907658;6.3173304
8;8383;8.708878;913.2550943061816;-480.27002;233.45978;22.273256;5.3525553;12.995354;1.0798061;1.063932;10.007723;10.748121;1.2913537;2.0139172;11.688908;4.545374
8;2940;5.89514;1480.718444781876;-559.15894;167.40808;20.808372;-6.9881954;9.147636;1.1804411;-7.829009;3.4707227;10.168587;7.2284913;10.98955;13.814413;2.7015834
8;8322;8.907171;887.5267483660316;-474.68036;236.29054;29.612879;9.284888;11.3519;7.592841;2.2432933;6.726742;7.5877986;-5.5218554;-7.057385;5.619077;3.0565677
8;7970;8.850363;820.5990684583987;-476.4662;240.15039;32.880825;9.142622;11.891035;3.9837043;1.6659474;7.5206313;10.224101;-0.54714286;-4.035935;6.0536103;1.9553878
8;7092;9.059111;792.7565014877176;-457.0261;248.45105;22.833294;12.037879;9.795679;2.448685;2.424571;4.9520893;10.649015;-2.1061115;-4.8034825;7.3563013;2.5036964
8;7046;9.073865;824.0524881179924;-449.93143;246.16074;16.43851;12.545651;9.7472725;3.1619508;4.9143424;6.3270407;10.5761385;-4.8717327;-6.242753;7.770247;2.826993
8;19608;7.4768777;1738.2733820192996;-541.84033;37.6059;-45.88805;-19.765768;-10.475418;-1.230161;11.078275;7.1881895;5.3305364;-4.591867;-3.1732028;13.785447;20.469025
8;18138;7.4663496;1698.2720456818636;-541.41925;43.82481;-43.748795;-20.265762;-16.32081;-10.898381;6.1404634;5.634936;11.286553;9.083768;2.870188;8.331338;10.665945
8;20483;7.3945365;1782.2931612322084;-557.7954;34.42036;-41.10321;-22.167616;-15.378582;0.78531533;19.475714;16.544355;13.6239195;-0.21227086;-5.6641016;4.3036265;8.2113695
8;17661;7.4695363;1655.576239034989;-555.30255;46.86139;-41.715164;-22.13253;-19.33305;-6.8965807;5.699269;7.23636;17.609228;6.9104486;-0.7127302;5.7456203;11.439538
8;19729;7.4755516;1798.706623631925;-562.35455;39.623775;-42.42603;-16.484076;-11.906347;2.1349149;12.55161;6.1293545;6.0414915;-6.530806;-3.9890225;13.167587;22.64917
8;18778;7.4190145;1750.777739592835;-570.20703;45.19302;-40.006508;-14.569055;-11.081192;-4.9796524;8.882107;4.0143447;5.9173794;4.344297;5.9971566;15.951868;17.235367
8;18702;7.4274726;1708.0006048172695;-574.3426;46.978214;-38.182972;-16.869936;-10.476522;-7.2193985;6.839682;4.713055;6.2815104;6.507658;7.20941;15.236325;15.344982
8;3807;5.9973845;1483.8760235308034;-491.6947;117.152306;-25.22319;-34.364426;-4.193615;-3.4828289;-17.79675;-25.754316;-18.175482;-15.901884;-14.167553;-0.5000612;6.807413
8;2458;5.5547442;1538.33606971284;-425.72482;86.01155;-38.429825;-27.685331;-25.415894;-16.401688;-20.633663;-37.120667;-6.7086406;4.8389077;0.6820629;16.581116;13.478165
8;2637;6.241433;1692.1061468081894;-411.97876;119.451584;-66.93361;-52.39498;-45.383812;-16.673021;-0.20763916;-12.5739975;13.811397;6.02835;-15.063201;-1.6220372;2.1896083
8;15500;7.829127;1877.0380625243936;-420.52823;74.482086;-74.82794;-46.407726;-38.088436;-5.314776;15.406229;11.340044;31.932173;4.985701;-18.207752;3.100578;11.112092
8;21374;7.240355;1890.2586273441773;-466.02203;50.506294;-38.664257;-22.225313;-11.668264;5.303664;10.391782;5.839212;12.8561125;-7.18009;-16.472326;1.7934271;5.7045507
8;21584;7.3700013;3877.931365812683;-757.1284;117.00457;40.82859;10.324729;12.765589;12.300931;12.799931;12.305293;3.3075643;-5.2284513;-5.696691;3.7648017;6.595129
8;20326;7.8653812;3278.2418586444423;-733.10187;131.89859;30.588348;2.0878456;11.868465;9.073363;9.149665;13.771663;9.357565;2.865667;0.11385427;5.410102;2.8488946
8;16978;6.6423063;2329.0462254301324;-656.1391;141.14534;18.657282;-11.986102;1.211762;-1.0885153;-2.0812147;8.964344;16.86596;12.3066225;5.5104957;6.281152;2.4207242
8;20330;6.72127;1828.2289862436287;-585.8865;120.138824;16.465317;-12.69784;-7.0493593;-0.31584102;7.5979667;10.240044;7.112593;0.33739132;0.637944;9.564926;6.7273145
0;6756;8.1351795;3074.844528432284;-558.4788;127.5597;-7.0862517;20.011326;6.5681596;15.722444;1.4920998;10.206099;6.0317297;5.0348024;3.6739743;3.2904427;3.5459092
0;6724;8.1174755;3083.4358513356024;-556.88635;126.72514;-6.616905;21.351395;6.2740207;16.248684;1.4629518;10.25806;5.9055037;4.808444;3.4983222;2.8900223;3.663052
0;6680;8.092608;3083.843947364778;-556.46967;126.89427;-7.221311;21.439213;5.655936;16.286882;1.6940398;9.829921;5.2204394;4.836829;3.6292152;2.473599;4.022352
0;5878;8.053822;3063.698620463212;-557.84296;127.16146;-7.8077564;20.505075;5.9191937;16.101429;1.1851333;9.892483;6.0296245;5.295385;4.0565023;2.4998271;3.724874
0;5168;8.014635;2994.1922295071568;-562.12787;128.48741;-6.9740086;19.93506;6.6263127;15.166389;0.9275929;9.707149;6.769201;5.408981;4.526088;2.6697435;3.7014847
0;4930;7.984629;2907.7348798390985;-567.65765;131.10533;-4.3184767;19.377806;6.7801;14.038972;1.7366731;9.534919;6.5411353;4.660302;4.4461966;2.7648332;3.8852768
0;4910;7.9783506;2869.927318681294;-568.76483;132.62183;-4.214598;19.242508;7.27528;13.496844;2.6051419;9.254807;6.1820717;4.2341075;3.913523;2.604669;4.032171
0;5122;8.003148;2818.9497325408515;-569.678;134.13283;-3.2066703;18.790564;7.351343;13.172261;2.95147;9.375007;6.61361;4.2249537;3.47667;2.2277389;4.129523
0;4784;7.973585;2794.931999180932;-574.6765;134.785;-0.37890863;18.531645;7.9371786;13.765923;3.510798;9.366812;7.37029;4.1414547;3.6307278;2.577967;4.0498943
2;38464;10.069732;4637.591335417391;-243.02328;87.10577;-15.855715;25.200945;-1.8309224;27.849176;-8.049551;23.213326;3.8536408;7.614869;7.4379025;2.9711518;-0.9143746
2;16362;8.852961;2134.403747759666;-286.24847;161.67964;-32.64229;16.132338;6.2076845;19.502537;1.083976;11.610101;4.9376135;2.218091;10.130169;2.70059;1.6104232
2;20280;9.57725;2759.449630965698;-281.7407;131.58794;-22.908888;21.193205;3.7689412;24.983253;2.7383416;20.110842;0.7873155;6.0307984;8.992164;1.3071358;-0.41860333
2;18797;9.464475;2514.857870304324;-268.5311;145.81705;-27.451569;23.22871;1.5531017;13.788197;-10.251688;19.948574;9.110232;10.0688305;9.198907;0.6574102;1.2363642
